"case_id","party_number","victim_role","victim_sex","victim_age","victim_degree_of_injury","victim_seating_position","victim_safety_equip_1","victim_safety_equip_2","victim_ejected","local_report_number"
"9487242","1","1","F","33","6","1","N","W","-","2022-00036111"
"9445336","2","5","M","25","5","-","P","W","-","2022-00019693"
"91796461","2","2","M","35","7","3","M","G","0","9370-2022-01578"
"91796461","1","2","F","34","7","3","M","G","0","9370-2022-01578"
"9502079","2","1","M","19","6","1","M","W","2","2022-00044224"
"9502076","1","1","M","18","6","1","P","A","-","2022-00046209"
"9502058","2","1","M","73","6","1","L","E","0","2022-00042276"
"9502058","1","2","F","15","0","3","L","E","0","2022-00042276"
"9502064","3","5","F","26","6","1","M","B","0","2022-00040947"
"9502061","1","1","F","59","6","1","L","G","0","2022-00041833"
"9414280","1","4","F","16","6","-","P","V","-","2022-00004192"
"9418771","2","2","F","5","7","7","M","G","0","2022-00007025"
"9418771","2","2","F","7","7","7","M","G","0","2022-00007025"
"9418771","2","1","F","42","7","1","M","G","0","2022-00007025"
"9418769","1","1","M","52","7","1","M","G","0","2022-00007530"
"91769643","3","1","F","29","7","1","M","G","0","9370-2022-01324"
"91769643","3","2","M","11","7","3","M","G","0","9370-2022-01324"
"91931882","1","2","-","46","6","3","L","G","0","9370-2022-03492"
"9478356","2","1","F","67","3","1","L","G","0","2022-00028968"
"9478356","1","1","M","41","3","1","L","G","0","2022-00028968"
"9478355","2","1","F","25","3","1","M","W","-","2022-00029225"
"9541422","2","2","F","18","0","4","M","G","0","2022-00053763"
"9541422","2","2","F","18","0","6","M","G","0","2022-00053763"
"9541422","2","2","F","17","0","3","M","G","0","2022-00053763"
"9541422","1","2","F","43","0","3","M","G","0","2022-00053763"
"9546083","2","1","M","47","6","1","L","G","0","2022-00057701"
"91719370","1","1","M","60","7","1","L","G","0","9370-2022-00458"
"9462943","2","1","M","25","5","1","P","W","1","2022-00027847"
"9537395","2","2","M","24","2","6","M","C","0","2022-00056482"
"9537395","2","2","M","23","4","4","L","C","0","2022-00056482"
"9537395","2","2","M","25","3","3","M","C","0","2022-00056482"
"9537395","2","1","M","60","4","1","L","C","0","2022-00056482"
"9537395","1","1","F","16","3","1","L","C","-","2022-00056482"
"9537392","1","2","F","30","3","6","L","H","0","2022-00056130"
"9537392","1","2","F","29","4","3","L","G","0","2022-00056130"
"9537388","1","1","M","69","3","1","L","-","0","2022-00054800"
"9423282","2","1","M","34","6","1","P","W","1","2022-00007211"
"9423282","1","2","F","21","0","3","M","-","-","2022-00007211"
"9452496","2","4","M","26","6","-","P","W","1","2022-00018640"
"9455437","2","4","F","49","6","-","P","-","1","2022-00020234"
"9452493","2","5","F","21","6","1","M","-","-","2022-00019490"
"9455426","1","2","M","71","0","3","M","-","0","2022-00024228"
"9455426","1","2","F","24","6","4","M","G","0","2022-00024228"
"9455426","2","1","F","48","5","1","L","H","0","2022-00024228"
"9455421","1","1","M","62","6","1","P","W","1","2022-00024742"
"9455420","2","3","F","78","6","-","-","-","-","2022-00020797"
"91840869","1","1","M","47","7","1","M","G","0","9370-2022-02165"
"92012443","3","1","M","38","7","1","M","G","0","9370-2023-00574"
"92012427","3","1","M","55","7","1","M","G","0","9370-2023-00552"
"92012427","2","1","F","29","7","1","M","G","0","9370-2023-00552"
"9615145","1","1","M","38","7","1","L","C","0","2023-00031536"
"9601182","2","1","M","56","6","1","M","-","0","2023-00030998"
"9601182","1","1","F","28","6","1","M","-","0","2023-00030998"
"9615133","2","1","M","68","6","1","L","G","0","2023-00036641"
"9615132","3","1","F","28","6","1","M","G","0","2023-00036358"
"9615132","2","1","M","32","7","1","M","G","0","2023-00036358"
"9615124","1","1","M","30","6","1","P","V","0","2023-00034128"
"9498887","1","3","F","34","5","-","P","-","0","2022-00041192"
"9488703","2","1","M","20","7","-","-","-","-","2022-00032016"
"9488683","2","4","F","71","7","-","P","-","-","2022-00034212"
"91932760","1","1","F","23","6","1","L","G","0","9370-2022-03548"
"9519138","1","1","F","28","6","1","M","G","0","2022-00060848"
"9519138","2","1","M","43","6","1","L","G","0","2022-00060848"
"9454976","1","2","M","57","0","4","M","-","-","2022-00020546"
"9454976","1","2","M","62","0","3","M","-","-","2022-00020546"
"9454976","2","1","M","36","6","1","L","G","0","2022-00020546"
"91851358","2","1","M","31","7","1","P","W","0","9370-2022-02207"
"9494225","2","3","M","36","7","-","P","-","0","2022-00044720"
"9494237","2","1","F","23","7","1","M","G","0","2022-00042974"
"9519157","3","5","F","32","7","-","-","M","-","2022-00057336"
"9519154","1","4","F","14","6","-","P","V","1","2022-0058183"
"9530280","2","1","F","39","6","1","L","G","0","2022-00049658"
"9452151","1","2","F","29","0","3","L","-","-","2022-00015981"
"9452151","1","1","M","41","5","1","L","H","-","2022-00015981"
"9452148","2","1","F","26","5","1","N","W","2","2022-00015719"
"9452146","2","1","M","57","5","1","P","W","-","2022-00016264"
"9452143","2","3","F","37","5","-","P","-","-","2022-00017182"
"9537680","2","2","-","7","0","4","M","G","0","2022-00049392"
"9537680","2","2","-","13","0","6","M","G","0","2022-00049392"
"9537680","2","2","-","13","0","3","M","G","0","2022-00049392"
"91939210","1","1","F","24","7","1","L","G","0","9370-2022-03770"
"9487187","2","2","F","72","3","3","M","G","0","2022-00036756"
"9487187","2","1","M","77","3","1","M","G","0","2022-00036756"
"9487186","2","1","F","27","3","1","L","G","0","2022-00036825"
"9487186","2","2","M","23","0","6","L","G","0","2022-00036825"
"9487186","2","2","F","25","0","3","L","G","0","2022-00036825"
"9487163","2","4","M","78","6","-","P","V","-","2022-00039673"
"9487162","2","2","M","36","6","3","L","G","0","2022-00039931"
"9487162","2","1","F","36","6","1","L","G","0","2022-00039931"
"9436088","1","1","F","58","6","1","M","-","-","2022-00011906"
"9436081","1","1","M","41","6","1","M","G","0","2022-00012780"
"9436077","2","2","F","48","7","3","M","G","0","2022-00013658"
"9436077","2","1","F","37","6","1","L","G","0","2022-00013658"
"9478340","1","4","M","14","3","-","P","V","-","2022-00025568"
"9478337","2","2","M","4","3","6","L","Q","0","2022-00025703"
"9478337","2","2","F","37","0","4","M","-","-","2022-00025703"
"9478337","1","2","M","49","0","-","M","-","-","2022-00025703"
"9478334","2","1","F","43","2","1","L","G","0","2022-00026064"
"9423345","3","1","F","59","6","1","M","G","0","2022-00007421"
"9423345","2","1","M","52","6","1","M","G","0","2022-00007421"
"9423345","1","1","M","23","6","1","L","G","0","2022-00007421"
"9478334","1","1","F","19","4","1","L","G","0","2022-00026064"
"9478330","2","2","F","70","0","3","M","-","-","2022-00027065"
"9478330","2","1","M","81","4","1","M","-","0","2022-00027065"
"9537416","2","3","M","60","5","-","P","-","-","2022-00053316"
"9436112","2","2","F","50","6","3","M","G","0","2022-00009702"
"9436112","1","1","M","60","6","1","M","G","0","2022-00009702"
"91935081","1","4","M","55","6","0","P","W","1","9370-2022-03450"
"9436209","2","3","F","19","6","-","-","-","-","2022-00006570"
"9423353","2","2","M","13","0","-","M","-","-","2022-00006743"
"9423353","2","1","F","19","7","1","L","G","0","2022-00006743"
"9423353","1","1","M","55","7","1","L","G","0","2022-00006743"
"9438542","2","2","F","35","7","3","M","G","0","2022-00012611"
"9487192","2","1","F","60","4","1","L","G","0","2022-00036217"
"9541705","1","1","M","63","6","1","L","G","0","2022-00051509"
"9529708","2","1","F","52","7","1","L","G","0","2022-00047685"
"9530281","2","1","M","29","7","1","M","G","-","2022-00049656"
"9436077","1","1","F","32","6","1","L","G","0","2022-00013658"
"9432762","2","2","F","16","0","3","M","G","0","2022-00032270"
"9504162","2","4","M","59","6","1","-","-","-","2022-00035659"
"91911522","4","1","F","29","6","1","L","G","0","9370-2022-02927"
"91719905","1","2","F","62","7","3","M","G","0","9370-2022-00539"
"9487430","1","1","M","24","6","1","L","B","-","2022-00037703"
"9438542","2","1","M","38","6","1","M","G","0","2022-00012611"
"9438542","2","2","F","16","7","4","M","G","0","2022-00012611"
"9432668","2","3","F","82","6","-","P","-","0","2022-00031852"
"91805729","1","1","F","38","6","1","L","G","0","9370-2022-01602"
"91805729","1","2","M","52","6","3","L","H","0","9370-2022-01602"
"9528768","2","2","F","36","0","1","M","-","0","2022-00050809"
"9536850","1","1","F","22","3","1","L","G","0","2022-00055467"
"9445316","1","4","M","64","6","-","P","W","-","2022-00015036"
"9418830","1","2","M","26","0","3","M","-","-","2022-00006860"
"9418830","1","2","F","27","0","4","M","G","-","2022-00006860"
"91698279","2","1","F","31","7","1","M","G","0","9370-2022-00326"
"91813027","1","1","M","20","6","1","L","H","0","9370-2022-01499"
"91813027","5","1","F","36","7","1","M","G","0","9370-2022-01499"
"9502078","2","4","F","18","6","-","P","V","-","2022-00044861"
"9502078","1","2","M","22","0","-","M","-","-","2022-00044861"
"9502077","2","3","F","21","6","-","P","-","-","2022-00045819"
"9502059","2","3","F","57","5","-","-","P","0","2022-00041946"
"9529748","2","3","M","73","6","-","P","-","0","2022-00050445"
"9529744","2","1","M","43","6","1","M","G","0","2022-00050345"
"9502060","2","1","M","35","6","1","L","G","0","2022-0041831"
"9502059","3","3","M","66","5","-","-","P","0","2022-00041946"
"91831771","1","1","M","47","7","1","L","G","0","9370-2022-02085"
"91831771","2","1","M","56","7","1","M","G","0","9370-2022-02085"
"9414276","2","2","F","56","6","3","M","G","0","2022-00004195"
"9414262","2","2","F","34","0","3","M","-","0","2022-00000268"
"9452163","1","1","M","42","7","1","P","H","0","2022-00019015"
"9452156","2","1","M","22","7","1","M","G","0","2022-00014921"
"9452154","1","1","F","36","6","1","M","G","0","2022-00015375"
"9452154","1","2","M","0","0","6","M","J","0","2022-00015375"
"9452154","1","2","F","63","0","3","M","G","0","2022-00015375"
"9530273","2","1","F","36","7","1","L","G","0","2022-00050739"
"9530272","2","3","F","19","6","-","-","-","-","2022-00050764"
"9530269","2","1","M","28","6","1","P","W","-","2022-00051650"
"9477650","1","1","M","54","4","1","P","-","-","2022-00025486"
"91922562","1","1","F","38","6","1","M","G","0","9370-2022-03151"
"9418207","2","1","M","40","6","1","M","G","0","2022-00008472"
"91716447","2","2","F","46","7","3","M","G","0","9370-2022-00498"
"9435964","1","5","M","24","3","-","-","-","-","2022-00012084"
"9435940","2","2","M","50","0","3","M","-","-","2022-00013087"
"9435940","1","1","F","42","3","1","P","W","0","2022-00013087"
"9513820","2","1","M","20","3","1","L","G","0","2022-00050823"
"91952747","1","1","M","50","7","1","L","G","0","9370-2022-03204"
"9537491","2","1","M","75","5","1","M","-","0","2022-00055448"
"9487172","2","2","F","42","6","6","M","H","0","2022-00037816"
"9487172","2","1","M","36","6","1","M","G","0","2022-00037816"
"9487170","1","4","F","20","6","-","P","W","2","2022-00038038"
"9489102","2","1","M","52","7","1","L","G","0","2022-00028974"
"9436097","2","1","M","32","7","1","L","G","0","2022-00010887"
"9436097","1","1","F","24","7","1","L","G","0","2022-00010887"
"9436095","2","1","M","49","5","1","M","G","0","2022-00011123"
"9436089","1","2","M","51","0","3","L","-","-","2022-00011664"
"9436089","2","1","F","73","6","1","M","C","0","2022-00011664"
"9436080","2","2","F","18","0","3","M","-","-","2022-00012810"
"9436080","2","1","F","18","6","1","M","-","-","2022-00012810"
"9478326","2","4","M","40","3","-","P","W","2","2022-00027728"
"9478324","2","4","M","68","3","-","P","W","1","2022-00027947"
"9436107","2","1","M","53","6","1","V","-","-","2022-00010493"
"9438522","2","4","M","37","7","-","P","V","2","2022-00011002"
"9438498","1","1","F","48","7","1","M","G","-","2022-00011015"
"91949390","3","1","M","49","7","1","M","G","0","9370-2022-03912"
"91949390","2","1","F","48","7","1","M","G","0","9370-2022-03912"
"9529700","1","1","F","62","6","1","L","G","0","2022-00046500"
"91949390","4","1","F","44","7","1","M","G","0","9370-2022-03912"
"91949390","3","2","F","28","7","6","P","G","0","9370-2022-03912"
"9530294","2","3","F","19","6","-","P","-","-","2022-00047137"
"9530292","2","4","F","48","5","-","P","-","-","2022-00047474"
"9530290","1","1","M","37","6","-","P","Y","-","2022-00047941"
"9530288","1","4","F","41","7","-","P","W","-","2022-00048324"
"9530286","2","1","M","23","6","1","M","-","-","2022-00049680"
"9504237","1","2","F","14","0","4","M","S","0","2022-00035636"
"9504237","1","2","M","14","0","9","M","S","0","2022-00035636"
"9504237","1","2","M","16","0","9","M","S","0","2022-00035636"
"9504237","2","1","F","27","6","1","-","G","0","2022-00035636"
"9487424","2","4","M","66","6","-","-","-","-","2022-00038722"
"9456666","1","1","F","49","6","1","M","G","0","2022-00020566"
"91811578","1","1","M","41","6","0","M","W","1","9370-2022-01648"
"9456666","1","2","F","19","0","3","M","G","-","2022-00020566"
"9528799","2","4","M","22","6","-","P","-","0","2022-00047124"
"9487248","2","2","M","10","0","4","M","-","-","2022-00035256"
"9487248","2","2","F","8","6","6","M","G","0","2022-00035256"
"9445324","2","1","M","28","7","1","M","B","0","2022-00016813"
"9529736","2","2","F","32","6","4","P","Y","2","2022-00049959"
"9529736","2","1","M","38","6","1","P","W","2","2022-00049959"
"9502071","1","1","M","25","6","1","L","G","0","2022-00044980"
"9414252","1","2","M","22","0","3","M","G","0","2022-00001962"
"9414252","2","1","M","95","6","1","M","G","0","2022-00001962"
"9418678","1","5","F","23","2","-","P","V","1","2022-00004841"
"9414248","2","1","F","77","6","1","M","-","-","2022-00002131"
"9502066","1","5","F","19","5","-","-","-","-","2022-00040934"
"9529752","2","1","F","26","6","1","L","G","0","2022-00050701"
"9414288","2","2","F","55","0","3","M","-","-","2022-00003688"
"9414288","1","4","M","28","6","1","P","-","0","2022-00003688"
"9418779","2","1","M","21","6","1","L","G","0","2022-00005304"
"9418777","2","2","M","4","0","6","M","-","0","2022-00005589"
"9418777","2","2","M","6","0","4","M","-","0","2022-00005589"
"9418777","2","1","F","44","6","1","L","G","0","2022-00005589"
"9418762","1","4","M","63","5","-","P","-","-","2022-00008700"
"91920129","2","1","F","49","7","1","M","G","0","9370-2022-02831"
"9418733","1","4","M","7","7","-","-","-","0","2022-0007897"
"9418733","2","3","M","79","6","-","-","P","0","2022-0007897"
"9546087","2","1","M","49","7","1","L","G","0","2022-00058314"
"9488731","2","3","F","69","5","-","P","-","-","2022-00032052"
"91743916","2","2","M","39","7","A","M","G","0","9370-2022-00841"
"91743916","2","2","F","48","7","4","M","G","0","9370-2022-00841"
"9488737","1","4","M","73","6","-","-","-","-","2022-00030522"
"91941936","2","1","F","22","7","1","M","G","0","9370-2022-03679"
"91941936","1","1","F","55","7","1","M","G","0","9370-2022-03679"
"91868979","1","1","F","58","7","1","L","G","0","9370-2022-02571"
"9536292","1","1","F","21","5","1","P","V","-","2022-00052291"
"9536288","1","4","M","56","6","-","P","W","0","2022-00054523"
"9414302","2","2","M","13","0","3","L","G","0","2022-00003378"
"9537405","2","2","M","41","7","1","M","P","0","2022-00052357"
"9537399","2","1","F","33","3","1","M","G","0","2022-00055818"
"91947090","1","1","F","62","6","1","M","G","0","9370-2022-03850"
"9537383","2","2","M","31","3","3","M","C","0","2022-00054037"
"9537383","2","1","M","43","3","1","M","C","0","2022-00054037"
"9530274","1","1","M","24","6","1","P","W","-","2022-00050536"
"9530271","1","1","M","34","6","1","L","G","0","2022-00051236"
"91710539","1","1","M","28","5","1","L","G","0","9370-2022-00404"
"9477651","2","1","M","50","3","1","P","W","1","2022-00025238"
"9418212","1","1","M","67","3","1","L","G","0","2022-00007656"
"9518857","1","1","M","39","6","1","M","G","0","2022-00057716"
"9518857","2","1","M","18","6","1","L","G","0","2022-00057716"
"9518877","2","1","M","45","6","1","M","G","0","2022-00060696"
"9518877","2","2","F","14","0","3","M","G","-","2022-00060696"
"9537492","2","1","M","75","5","1","M","-","0","2022-00055097"
"9487171","2","1","M","62","7","1","M","G","-","2022-00038019"
"9487169","2","1","F","40","7","1","L","G","0","2022-00038159"
"9489101","2","1","F","45","6","1","L","G","0","2022-00027864"
"9489101","1","2","F","30","0","3","M","G","0","2022-00027864"
"9489101","1","1","M","30","7","1","M","G","0","2022-00027864"
"9436096","2","1","F","25","7","1","L","C","0","2022-00011241"
